simulation_id,initial_vulnerable_population,simulation_months,prob_solicitud_mensual,prob_solicitud_si_vulnerable,prob_resolucion_grado_mensual,prob_reconocimiento_grado,prob_con_derecho,prob_pia_mensual,prob_pia,prob_prestacion_efectiva,prob_lista_espera,factor_capacidad,cupo_residencial,cupo_dia,cupo_resto,cupo_atendidas,meses_min_pendiente_grado,meses_min_tramite_prestacion,prob_grado_I,prob_grado_II,prob_grado_III,pension_media_nacional,prop_nacional_65,prob_prevencion,prob_teleasistencia,prob_ayuda_domicilio,prob_centro_dia_noche,prob_atencion_residencial,prob_pev,prob_cuidados_familiares,prob_asistencia_personal,scenario_id,regime,seed_escenario,estrato_capacidad,estrato_grado_III,escenario_historico,escenario_contrafactual
17,6387,60,0.027131603729633295,0.035652673672053006,0.21710079530600676,0.21710079530600676,0.8029650869933398,0.42828370964104406,0.42828370964104406,0.9841,0.015900000000000025,0.8994982481633499,489,292,4855,3964,7,4,0.4630134322546317,0.38787515362836883,0.14911141411699957,1439.11,0.2015,0.0542015746610181,0.12070469846315762,0.17558273491250984,0.0311817976741939,0.23951661879700248,0.08830192136952324,0.29051051785984444,1.362627504976628e-07,17,interpolation,59,recorte,base,False,True
18,6387,60,0.029844970629027176,0.0690926446534328,0.4701075282542545,0.4701075282542545,0.7985669293487287,0.2674967794041856,0.2674967794041856,0.9841,0.015900000000000025,1.0826808130214054,589,352,5844,4771,5,6,0.352812514231729,0.2234409439835107,0.4237465417847601,1439.11,0.2015,0.04005322045545974,0.1830402560527067,0.2480635498272756,0.008546351974218016,0.010784803822769792,0.13945640992426034,0.3666251591210139,0.003430248822295971,18,interpolation,60,entorno_2024,alto,False,True
19,6387,60,0.02783654975138856,0.05704398419521595,0.43714609541694155,0.43714609541694155,0.796004676569522,0.36479938995250255,0.36479938995250255,0.9841,0.015900000000000025,1.0340334109537876,563,336,5582,4557,5,5,0.3826145032830825,0.40850513370886415,0.20888036300805335,1439.11,0.2015,0.048004017514707474,0.24335698661963792,0.21929376639440012,0.01702805578297041,0.02695727355295651,0.027045639962085956,0.4183142601732334,8.297120509822635e-15,19,interpolation,61,entorno_2024,base,True,False
20,6387,60,0.0450025780815637,0.04885856768974633,0.4663759232754241,0.4663759232754241,0.7990653289719392,0.25827426322025615,0.25827426322025615,0.9841,0.015900000000000025,0.8653874792181394,471,281,4671,3814,8,5,0.3526701771504521,0.4436535681148981,0.2036762547346498,1439.11,0.2015,0.002869228539451084,0.19777337445820312,0.2064401936875763,0.034164747936847484,0.03174978404956672,0.26232345219440756,0.2644898585308839,0.00018936060306388227,20,interpolation,62,recorte,base,False,True
21,6387,60,0.04187286567316141,0.05634705681673944,0.49643947803746036,0.49643947803746036,0.8050520762041337,0.30531673438091517,0.30531673438091517,0.9841,0.015900000000000025,0.8588778518238038,467,279,4636,3785,9,2,0.21904135346591277,0.25561877450881654,0.5253398720252707,1439.11,0.2015,0.00366815520666411,0.38391751078049796,0.21215273865496223,0.058366611927177764,0.07713790771919307,0.07406393849163614,0.19069238516908485,7.52050783895373e-07,21,interpolation,63,recorte,alto,False,True
22,6387,60,0.04743653535272353,0.054226572032722145,0.32625347965647056,0.32625347965647056,0.8018381757956855,0.4349572991695631,0.4349572991695631,0.9841,0.015900000000000025,1.0152038554145668,552,330,5480,4474,12,2,0.35619112383382673,0.3824299324251913,0.2613789437409821,1439.11,0.2015,0.01766998425798455,0.23451248812834266,0.09813022055380168,0.10080435918906201,0.0861891238888474,0.14629936645028707,0.31638596077021414,8.496761460562355e-06,22,interpolation,64,entorno_2024,base,True,False
23,6387,60,0.023708543783166017,0.035197495297888425,0.23244206115399813,0.23244206115399813,0.8012059935602752,0.4778896336706482,0.4778896336706482,0.9841,0.015900000000000025,0.8403601914431026,457,273,4536,3703,6,3,0.6295569311494524,0.22885201446463907,0.14159105438590855,1439.11,0.2015,0.009809199677769337,0.1285554698474782,0.17929140589181267,0.06770944741185447,0.14723795776269255,0.09483133086312924,0.3408777944399206,0.0316873941053429,23,interpolation,65,recorte,base,False,True
24,6387,60,0.047153819619290036,0.07958514877688616,0.3597156584618822,0.3597156584618822,0.7980064952333081,0.48090944535011676,0.48090944535011676,0.9841,0.015900000000000025,1.0901256441640184,593,354,5884,4804,7,2,0.14689396119703038,0.4018606544693175,0.45124538433365197,1439.11,0.2015,0.10248604710185359,0.18261370389668874,0.1428974291236232,0.16980783119710635,0.023771978993037287,0.05289946971651138,0.30658877864502826,0.018934761326151236,24,interpolation,66,entorno_2024,alto,False,True
25,6387,60,0.028989869573642954,0.05230825971451708,0.2724598529498735,0.2724598529498735,0.7942509202837189,0.45396739900805083,0.45396739900805083,0.9841,0.015900000000000025,1.1601643163732194,631,377,6263,5113,8,5,0.3028879687919098,0.3200938877405761,0.3770181434675141,1439.11,0.2015,0.06478931945117074,0.408193030059683,0.05207485627263078,0.011031615570738194,0.10323655910457026,0.015255315946878198,0.2775955648924128,0.06782373870191595,25,interpolation,67,expansion,alto,False,True
26,6387,60,0.025742074726699586,0.04534656900382513,0.26069064197268466,0.26069064197268466,0.8024805598591609,0.35295397329085615,0.35295397329085615,0.9841,0.015900000000000025,0.8556104095861754,465,278,4619,3771,6,5,0.4723185964473523,0.40257449664964934,0.1251069069029983,1439.11,0.2015,0.14125385486301628,0.20180371969801594,0.16799665997566024,0.017298057746121587,0.1398543965913992,0.03098855252428839,0.3008040914619653,6.671395330035935e-07,26,interpolation,68,recorte,base,False,True
27,6387,60,0.0482727448559085,0.04117260058512155,0.34703690805766585,0.34703690805766585,0.8001138297783914,0.42271723944987594,0.42271723944987594,0.9841,0.015900000000000025,0.9191390537970088,500,299,4962,4051,8,3,0.24870898816839376,0.36579188777759125,0.38549912405401493,1439.11,0.2015,0.001287976279344178,0.17118774762527372,0.2479780055948262,0.010232378367996288,0.07225489956122985,0.12304006704357189,0.36813221905074484,0.005886706477012898,27,interpolation,69,entorno_2024,alto,False,True
28,6387,60,0.02924882858446482,0.0756948376217905,0.2949557930767399,0.2949557930767399,0.7951590301952306,0.4032713221809524,0.4032713221809524,0.9841,0.015900000000000025,1.1453013709220667,623,372,6182,5047,12,4,0.2729552959824768,0.5048787734810061,0.22216593053651698,1439.11,0.2015,0.08460689866153971,0.3681674151803419,0.1410141289874521,0.013897343598837,0.04862011401637103,0.16022651643890642,0.1834675829317532,1.847986519098509e-10,28,interpolation,70,expansion,base,False,True
29,6387,60,0.039216670375072066,0.06318170561642347,0.34214995946833227,0.34214995946833227,0.793740845623606,0.4890259168860025,0.4890259168860025,0.9841,0.015900000000000025,0.9718355209836363,529,316,5246,4283,12,5,0.3723927081979851,0.4632189649255063,0.16438832687650856,1439.11,0.2015,0.00010543421855056018,0.1994583655933317,0.22766686803031602,0.058614272003537006,0.15256161534576482,0.05370872265696758,0.3078847221515192,1.3109675861894455e-14,29,interpolation,71,entorno_2024,base,True,False
30,6387,60,0.03640943623519359,0.071360392216448,0.20411239407269777,0.20411239407269777,0.797483436328969,0.442941680109406,0.442941680109406,0.9841,0.015900000000000025,1.0285805210186603,560,334,5552,4533,9,4,0.5195139667321365,0.31924747260020486,0.16123856066765865,1439.11,0.2015,0.039797417504357155,0.2832493125115085,0.10345057132713034,0.0024055486864883466,0.10810422997972446,0.17339082738904527,0.2896019052716346,1.8733011121423814e-07,30,interpolation,72,entorno_2024,base,True,False
31,6387,60,0.04552015000065433,0.06660965035432508,0.34615328070801094,0.34615328070801094,0.8008675743012119,0.44535901766759467,0.44535901766759467,0.9841,0.015900000000000025,1.1800370391272845,642,384,6370,5200,7,1,0.31727925191895306,0.5959814434268865,0.08673930465416038,1439.11,0.2015,0.027705224290532154,0.17298671028452067,0.279985990706335,0.034690754501120545,0.04284099683979186,0.08082268004132086,0.3609676237885158,1.9547862946340066e-08,31,interpolation,73,expansion,base,False,True
32,6387,60,0.03176977098215866,0.053579670026382115,0.4550530063429997,0.4550530063429997,0.7953570767855115,0.48333202938258757,0.48333202938258757,0.9841,0.015900000000000025,0.912423589615003,496,297,4925,4021,12,5,0.47226404708748687,0.3021514641178284,0.22558448879468487,1439.11,0.2015,0.02916954488960104,0.23233304768314209,0.29305515661817005,0.013668900155000897,0.16056288607153532,0.0901647166568965,0.18104574792075054,4.903634626449446e-12,32,interpolation,74,entorno_2024,base,False,True
33,6387,60,0.02603232228378677,0.056104264946312696,0.4537856385212401,0.4537856385212401,0.795815084050309,0.3633369890637344,0.3633369890637344,0.9841,0.015900000000000025,1.061459677444313,577,345,5730,4678,11,2,0.28987423519906197,0.4040761466078225,0.30604961819311555,1439.11,0.2015,0.06663462387819041,0.18478102481981057,0.1713700867095879,0.06328832601403672,0.07725181101794527,0.17019992464452294,0.26643443888429824,3.9764031607816185e-05,33,interpolation,75,entorno_2024,alto,False,True
34,6387,60,0.024831020890316767,0.0388491107302961,0.3899433520752326,0.3899433520752326,0.8006105182139208,0.3285993269549802,0.3285993269549802,0.9841,0.015900000000000025,0.9099543361814062,495,296,4912,4010,10,1,0.3839444380178357,0.363466360341372,0.25258920164079235,1439.11,0.2015,0.008783853755826377,0.29766442325507453,0.06166419692645044,0.047335921889967436,0.06648927851539546,0.08968411032993524,0.4275932396642346,0.0007849756631159106,34,interpolation,76,entorno_2024,base,False,True
35,6387,60,0.023199294062098218,0.05839959712871341,0.4363810464516799,0.4363810464516799,0.8048699718152912,0.5417627904512625,0.5417627904512625,0.9841,0.015900000000000025,0.9234709558151041,502,300,4985,4070,9,5,0.30006998933722107,0.4581997159381784,0.24173029472460067,1439.11,0.2015,0.0002984827724544925,0.20748205067645226,0.22013865332205007,0.007966155279428051,0.04222065396913111,0.07672745583937372,0.4438021460191071,0.0013644021220033016,35,interpolation,77,entorno_2024,base,False,True
36,6387,60,0.04264325176208832,0.07751593853024799,0.27650222355860704,0.27650222355860704,0.7984159369455516,0.2887257420721228,0.2887257420721228,0.9841,0.015900000000000025,1.1315462302486874,616,368,6108,4987,6,3,0.1850102963174382,0.4345946504184275,0.3803950532641343,1439.11,0.2015,0.0086365837133993,0.23624878117234066,0.2567725419373286,0.007941703263991502,0.08085836352750964,0.21497733798612859,0.1945487035843825,1.5984814919207847e-05,36,interpolation,78,expansion,alto,False,True
37,6387,60,0.04883318884026866,0.05505759373131523,0.29985416024701383,0.29985416024701383,0.7988669924778375,0.30784370135151706,0.30784370135151706,0.9841,0.015900000000000025,0.9971814361013763,542,324,5383,4395,9,3,0.34799678853171967,0.4493676162118712,0.20263559525640917,1439.11,0.2015,0.0015947824949695088,0.2898004781478913,0.2080695271721066,0.018209015358745285,0.07065836385821783,0.13472002274410644,0.2740921864375638,0.002855623786399164,37,interpolation,79,entorno_2024,base,True,False
38,6387,60,0.03773576525785932,0.06141489917506508,0.3621204538986412,0.3621204538986412,0.7968226395761526,0.5329922072261646,0.5329922072261646,0.9841,0.015900000000000025,1.1336317678045251,617,368,6119,4996,7,1,0.4758765968162458,0.4330536296943486,0.09106977348940572,1439.11,0.2015,0.04796296913384191,0.27749265522163397,0.22360254645499966,0.05332883457812507,0.04973652182376203,0.0814350953763198,0.26644131116143527,6.624988209710808e-08,38,interpolation,80,expansion,base,False,True
39,6387,60,0.04485600340134323,0.07394338548662524,0.2906979222258993,0.2906979222258993,0.8055711515063039,0.49186569332012575,0.49186569332012575,0.9841,0.015900000000000025,1.1413731698495155,621,371,6161,5030,8,5,0.4284691674976343,0.3659709704640937,0.2055598620382721,1439.11,0.2015,0.004181002632317517,0.372810511758201,0.17735280456176747,0.06486508996002212,0.14326864160248612,0.015232584340826798,0.22208560096359523,0.0002037641807837146,39,interpolation,81,expansion,base,False,True
40,6387,60,0.021297747607441447,0.06939803991478732,0.26387275351442036,0.26387275351442036,0.797906173446979,0.5470571024434525,0.5470571024434525,0.9841,0.015900000000000025,1.0702238777121138,582,348,5777,4716,12,3,0.4352179815711865,0.2832727966864468,0.28150922174236664,1439.11,0.2015,0.0056086553622587965,0.4775253545547788,0.22444652099908077,0.0799740609555354,0.022881951321600192,0.0607688063826008,0.12879465042105226,3.093079186507352e-12,40,interpolation,82,entorno_2024,base,False,True
41,6387,60,0.022590415496000178,0.044878804727781385,0.340287596441212,0.340287596441212,0.8003991301863587,0.36813839223918077,0.36813839223918077,0.9841,0.015900000000000025,1.0920992925271942,594,355,5895,4813,10,1,0.32849498446916725,0.37549350709313667,0.296011508437696,1439.11,0.2015,0.011266285269517527,0.0885607678456539,0.17020392124675718,0.003293602651156408,0.015194370062528113,0.13318984786796323,0.5584376535303321,0.01985355152609159,41,interpolation,83,entorno_2024,base,False,True
42,6387,60,0.04648497407997504,0.07071771605358804,0.4739377098470858,0.4739377098470858,0.8017001050509932,0.4301081795028321,0.4301081795028321,0.9841,0.015900000000000025,0.850798828535243,463,277,4593,3749,11,5,0.3000136889524731,0.4116548326474112,0.28833147840011564,1439.11,0.2015,0.007163280992794974,0.22749309213858981,0.23465556340207638,0.03775660788048085,0.054055363190340995,0.02123283201863344,0.41213967312847094,0.005503587248612593,42,interpolation,84,recorte,base,False,True
43,6387,60,0.03905608253442217,0.0726729376164387,0.4125307651542876,0.4125307651542876,0.7982053104094995,0.5186865122012128,0.5186865122012128,0.9841,0.015900000000000025,0.9626103493622404,524,313,5196,4242,6,2,0.22884478690635124,0.571269243154359,0.1998859699392897,1439.11,0.2015,0.06917418446237719,0.31081698450499357,0.064829616638179,0.03951287464593821,0.01663525397314389,0.18411282993901923,0.3137743056575861,0.001143950178762736,43,interpolation,85,entorno_2024,base,True,False
44,6387,60,0.044221829440542954,0.043799316264592575,0.4933188121644059,0.4933188121644059,0.7986503005741408,0.39265897919575876,0.39265897919575876,0.9841,0.015900000000000025,0.8619759632769781,469,280,4653,3799,11,6,0.16659741494871833,0.42517989908627907,0.40822268596500266,1439.11,0.2015,0.12399496691485294,0.1942632783440038,0.2716946834865596,0.037696151619420616,0.06371907574555441,0.00425575050872599,0.28817217325811023,0.01620392012277227,44,interpolation,86,recorte,alto,False,True
45,6387,60,0.02076637543610475,0.06766420577324164,0.2271749082250672,0.2271749082250672,0.7975743042079696,0.32379814837456256,0.32379814837456256,0.9841,0.015900000000000025,1.1079383123257265,603,360,5981,4883,6,3,0.47834051644274567,0.277273711982325,0.2443857715749293,1439.11,0.2015,0.0570996855345862,0.24390460979964773,0.29637749449658884,0.034394775593986154,0.13902019933575607,0.025927189352455977,0.20327604588657722,4.0195763118056927e-13,45,interpolation,87,expansion,base,False,True
46,6387,60,0.03847173737993664,0.03643758741853339,0.3672038632758055,0.3672038632758055,0.8057897998897287,0.254931595360242,0.254931595360242,0.9841,0.015900000000000025,1.0515456115468949,572,342,5676,4634,10,2,0.26140896966665256,0.4671639375064892,0.2714270928268583,1439.11,0.2015,0.019559107365466264,0.3143553507176033,0.08486925644939268,0.024769257453077294,0.038530410443016916,0.11426557636923206,0.40077741669701844,0.002873624505193158,46,interpolation,88,entorno_2024,base,False,True
47,6387,60,0.035642906562549995,0.04043944246369225,0.3105003756613657,0.3105003756613657,0.7935871710036324,0.27300520888537144,0.27300520888537144,0.9841,0.015900000000000025,0.9917445599473538,540,322,5353,4371,10,4,0.24427421054639423,0.4770259408016478,0.2786998486519579,1439.11,0.2015,0.001900666083370186,0.2919417246938147,0.141571200199491,0.04991819972476037,0.11299348245868591,0.1612383251471044,0.23451909338066176,0.005917308312111702,47,interpolation,89,entorno_2024,base,True,False
48,6387,60,0.04371109121816036,0.0644175177079362,0.23635401770636155,0.23635401770636155,0.8019795380363188,0.4244453169697602,0.4244453169697602,0.9841,0.015900000000000025,0.8930498420636914,486,290,4821,3936,9,4,0.4135953044522616,0.3903656994707974,0.19603899607694097,1439.11,0.2015,0.03198118271676715,0.41985324447979183,0.1455395683009373,0.013289844463346976,0.035663745968591905,0.008274224983009825,0.3443710120862357,0.001027177001319361,48,interpolation,90,recorte,base,False,True
49,6387,60,0.02113351504912213,0.04720568921164266,0.20848289351597776,0.20848289351597776,0.8002752227638399,0.5069036207948554,0.5069036207948554,0.9841,0.015900000000000025,0.9525590736438159,518,310,5142,4198,12,5,0.45275031781235864,0.300033447232436,0.24721623495520545,1439.11,0.2015,0.043954205638506806,0.3372329921898414,0.1342431239649275,0.11996237454481391,0.10484508880572282,0.03294130742137673,0.22673898703039894,8.192040441182734e-05,49,interpolation,91,entorno_2024,base,True,False
50,6387,60,0.04871346741247903,0.062097932837013634,0.21859972460742533,0.21859972460742533,0.7941640458301727,0.5313417434125798,0.5313417434125798,0.9841,0.015900000000000025,0.8699628279774181,473,283,4696,3834,10,2,0.4799295473632797,0.1879988008775711,0.33207165175914927,1439.11,0.2015,0.0779914146392381,0.18678261372874025,0.11772946279347878,0.06237913163223645,0.07692688800145729,0.09825245273341474,0.37986744132873784,7.059514269656794e-05,50,interpolation,92,recorte,alto,False,True
51,6387,60,0.044503186219809324,0.07545614928614866,0.24851177890561066,0.24851177890561066,0.803736954360173,0.4741091003970967,0.4741091003970967,0.9841,0.015900000000000025,0.9249913582518055,503,301,4993,4076,7,1,0.3026851966854365,0.3370338732000171,0.3602809301145465,1439.11,0.2015,0.012008895457839553,0.22335199164839495,0.10549122460310105,0.08017373147331142,0.01176869804014135,0.09747861708376897,0.46962545466103944,0.00010138703240306204,51,interpolation,93,entorno_2024,alto,False,True
52,6387,60,0.03262852872446898,0.07618223951056571,0.3057102346133132,0.3057102346133132,0.8039998429212584,0.31166455740817445,0.31166455740817445,0.9841,0.015900000000000025,0.8814836891354498,480,286,4758,3885,7,6,0.4227610551702889,0.4494025856043616,0.1278363592253495,1439.11,0.2015,0.0006667970223072869,0.4019029777080716,0.1433643276445297,0.021175085733006367,0.03687810470606887,0.14170706344810555,0.2294439134997979,0.024861730238112695,52,interpolation,94,recorte,base,False,True
53,6387,60,0.046025588936472475,0.05056601471724994,0.3252046794869309,0.3252046794869309,0.796189382141154,0.40299110397351273,0.40299110397351273,0.9841,0.015900000000000025,1.1234325012184994,611,365,6064,4951,7,6,0.28328515998064213,0.38221359954472145,0.3345012404746363,1439.11,0.2015,0.08554790287030907,0.2543551928062237,0.09595907873222646,0.11292890974083108,0.007227763589378371,0.10653184275065883,0.33743478964734563,1.451986302679595e-05,53,interpolation,95,expansion,alto,False,True
54,6387,60,0.042175201301765504,0.04692784846922929,0.4195325197473109,0.4195325197473109,0.7940236839198855,0.43821011706544666,0.43821011706544666,0.9841,0.015900000000000025,1.1099587989672677,604,361,5992,4892,10,2,0.23407066842408925,0.22123944100298648,0.5446898905729244,1439.11,0.2015,0.017098430216562346,0.11558781785579077,0.15171067669130847,0.03203312875111245,0.07331304578939134,0.16805639882748802,0.4421980006658555,2.501202491287823e-06,54,interpolation,96,expansion,alto,False,True
55,6387,60,0.020338434089802664,0.04286703654662431,0.20257579375973417,0.20257579375973417,0.8044124229114394,0.5463976405667246,0.5463976405667246,0.9841,0.015900000000000025,0.9443964525663195,514,307,5098,4162,8,4,0.4983581511504341,0.258084611058592,0.243557237790974,1439.11,0.2015,0.04774509183162162,0.2252174731854964,0.11991451886457151,0.07534407202649428,0.206924643639485,0.07611209845416629,0.24870215641306612,3.9945585098719635e-05,55,interpolation,97,entorno_2024,base,False,True
