simulation_id,initial_vulnerable_population,simulation_months,prob_solicitud_mensual,prob_reconocimiento_grado,prob_con_derecho,prob_pia,prob_prestacion_efectiva,prob_lista_espera,prob_grado_I,prob_grado_II,prob_grado_III,prob_teleasistencia,prob_ayuda_domicilio,prob_atencion_residencial,prob_cuidados_familiares
21,6387,60,0.03461597457609777,0.17258718536419987,0.8689706543278019,0.2193094793038969,0.6421864348213311,0.3578135651786689,0.39108264885802324,0.35299857936900214,0.25591877177297456,0.28321097397616535,0.2164987176227374,0.11599557626871412,0.3842947321323831
22,6387,60,0.03483310783560543,0.18468788595547986,0.7877722901514795,0.23848105655775842,0.6323592268563177,0.36764077314368226,0.3719819739433222,0.3653532620571179,0.2626647639995599,0.3188685327304565,0.19274100325407284,0.11215495712117918,0.3762355068942915
23,6387,60,0.03440320799516076,0.17235720621431327,0.8585745904550879,0.21752592501172366,0.7040217182191736,0.2959782817808264,0.36556749111643133,0.362695673457268,0.27173683542630067,0.33588969430257065,0.19389819298771413,0.1103829526497944,0.3598291600599208
24,6387,60,0.03199566248941351,0.17764515913468829,0.7624375632168074,0.21761017481191317,0.6658522943927432,0.3341477056072568,0.37145348534549255,0.36310702332870975,0.2654394913257978,0.3350940995352298,0.21030138278410218,0.10758378728286343,0.3470207303978046
25,6387,60,0.03202355629811178,0.18957602648959973,0.8790371267622803,0.21627290031121219,0.7622826563081877,0.2377173436918123,0.34731384145445887,0.3737287953755141,0.27895736317002695,0.31472269917618345,0.20710143430606764,0.10972424295292095,0.36845162356482797
26,6387,60,0.036691682549302024,0.19586893979329978,0.8429428816706528,0.23795827277030326,0.6455368194352008,0.3544631805647992,0.3716233449865079,0.37367805119804126,0.2546986038154508,0.3253569307705689,0.19985913885286244,0.11649675222216017,0.3582871781544085
27,6387,60,0.03628968666688452,0.16545014310516495,0.7496931944786817,0.2246254497406123,0.6759250444828184,0.3240749555171816,0.36558988312171725,0.3697849086436281,0.2646252082346547,0.29257563091974076,0.21630042024977023,0.1057751787166245,0.3853487701138645
28,6387,60,0.03786838466546711,0.17258684546731243,0.7966834583757672,0.20399978326391668,0.7693085008484777,0.23069149915152232,0.3388235580960695,0.3900641325973061,0.2711123093066244,0.3214184623744162,0.20636898586539473,0.10547478571020158,0.3667377660499875
29,6387,60,0.03376627342074537,0.18432106146775962,0.7242422271180042,0.24124574263997794,0.7451021908665652,0.25489780913343485,0.3965932823627768,0.35579523766948024,0.24761147996774296,0.2911172995344933,0.20454929864511032,0.10139535964878597,0.40293804217161044
30,6387,60,0.03201398658361632,0.18339702944890454,0.8818247599399232,0.21313530280256643,0.7061564009396026,0.29384359906039736,0.3459617798889491,0.3851573080068872,0.2688809121041636,0.3083149932965323,0.225772641989034,0.11031959583041441,0.3555927688840194
31,6387,60,0.03345870831501092,0.18007705597049045,0.8135047052381857,0.21828232175929202,0.7121431184583068,0.2878568815416932,0.36618356447797007,0.3815826319046304,0.2522338036173995,0.30333511195742047,0.21331089936654718,0.12180816564852476,0.36154582302750754
32,6387,60,0.037518099116343066,0.18055007382647242,0.7411304363591061,0.2033070627987355,0.6732769722153283,0.32672302778467166,0.36951423916745796,0.38684628356115824,0.24363947727138374,0.30449462775896713,0.20824236249364342,0.11719525407847377,0.37006775566891575
33,6387,60,0.03465591593901507,0.17771830445793904,0.7295681573816701,0.23177559935017256,0.7242837499027652,0.27571625009723477,0.36672753934016067,0.36525631652925966,0.2680161441305797,0.31338114604310413,0.20610829834683864,0.09892697756911953,0.38158357804093773
34,6387,60,0.03409389648767416,0.19620667569359493,0.7550154639962318,0.21106686140836553,0.6885369850538048,0.3114630149461952,0.3480290631543384,0.3653237929347996,0.28664714391086205,0.3172095902239939,0.19865784290064334,0.11919752935568867,0.36493503751967404
35,6387,60,0.03709380758381709,0.17373262118625132,0.7615128782628807,0.2341924582522,0.6461087551781944,0.35389124482180556,0.35675036528586107,0.3755439021281869,0.267705732585952,0.28334868111913325,0.21336953741456344,0.10695184277077593,0.39632993869552735
36,6387,60,0.03720134701813468,0.16545682596271982,0.8713747026770888,0.23013857342564187,0.6660276027327463,0.3339723972672537,0.3784960390393668,0.3607108487962589,0.2607931121643742,0.3084633974156531,0.21524541193864732,0.09844635997588923,0.37784483066981034
37,6387,60,0.03251735313283297,0.17458240519054855,0.7490540121243884,0.20881930115702452,0.7269333095045807,0.2730666904954193,0.3549899389373277,0.3831298470489399,0.2618802140137324,0.33126392758116696,0.2059205118825543,0.10203982423346777,0.3607757363028109
38,6387,60,0.03340043779281962,0.18150863740107992,0.8366340584163071,0.2401782112905007,0.6816710136169152,0.3183289863830848,0.3654657950883216,0.366619201872444,0.26791500303923443,0.3036021832075639,0.21286472875459136,0.10819245841117887,0.37534062962666587
39,6387,60,0.03504158289639174,0.17831824967392654,0.8125124334593504,0.21490571869218827,0.7468329592230114,0.2531670407769886,0.3418163551060974,0.37611823554830015,0.2820654093456025,0.3119190906274225,0.22515810838330547,0.10257508937432089,0.3603477116149511
40,6387,60,0.03251304386843568,0.17963630371841244,0.8040192877927981,0.24062935281009148,0.7436782163764827,0.2563217836235173,0.37633662070697693,0.38165249689686137,0.24201088239616156,0.33529830311380127,0.20835577601166583,0.1103965782043957,0.34594934267013716
41,6387,60,0.034973093188602894,0.19284350532708405,0.7371278400190171,0.21465056962902526,0.6368825850881794,0.3631174149118206,0.3809138046060834,0.35922117301209394,0.2598650223818227,0.3348011904550597,0.1954816918440031,0.10271692716573926,0.36700019053519795
42,6387,60,0.03662071791280148,0.19490622445863887,0.7288766824663766,0.1981932271045075,0.7690830195888535,0.2309169804111465,0.3613531384313404,0.36478118652428737,0.2738656750443722,0.305390030301445,0.215962912521848,0.10829651578158803,0.3703505413951189
43,6387,60,0.032897120944478705,0.18414189366641892,0.7400862024332958,0.23782782719733855,0.6568907421168162,0.3431092578831838,0.3452150189567813,0.3798754051705886,0.27490957587263004,0.3012077516133227,0.20936959719156198,0.10466571634512085,0.38475693484999446
44,6387,60,0.03704068155173027,0.16311721450107702,0.8574548702140308,0.211969109987459,0.6316825409800746,0.3683174590199254,0.33851016006862816,0.38377563202013976,0.2777142079112321,0.3116702671560925,0.21233170500519183,0.09452562768159631,0.3814724001571195
45,6387,60,0.03252168360475753,0.16881031158197307,0.8576742235523249,0.2217840577996989,0.6693206030546087,0.3306793969453913,0.3559202564929959,0.38446808818987693,0.2596116553171272,0.3283571750708721,0.19863544851116288,0.10748687213198352,0.36552050428598143
46,6387,60,0.03428242213887021,0.16882241651401736,0.8678478523608695,0.2255236440944234,0.7037340628175565,0.29626593718244354,0.3576807973776384,0.3815473467325276,0.2607718558898341,0.29646867926448245,0.23947500767530625,0.10366192051019867,0.36039439255001265
47,6387,60,0.03206763465236719,0.18384490040925347,0.8831550019071494,0.20418581672868424,0.749320045777076,0.250679954222924,0.339804239263774,0.37209775284589514,0.2880980078903309,0.2918405049854131,0.21480389925930082,0.09757631227689599,0.3957792834783901
48,6387,60,0.03292569313194736,0.16533696318653993,0.828818867574815,0.2237896945598066,0.7188172895021766,0.2811827104978234,0.34878374678924434,0.36840404622181877,0.28281220698893683,0.33669075291404416,0.20568190624041796,0.10595915357542902,0.3516681872701089
49,6387,60,0.032084643648075103,0.16820547508321906,0.8327274874606627,0.20509982551410055,0.7628892632145983,0.23711073678540173,0.3710989014513934,0.37700879700928963,0.251892301539317,0.32751223727837403,0.19885093317526445,0.11001909650920406,0.3636177330371574
50,6387,60,0.03444731230000653,0.18233693027349637,0.8125396815146811,0.2239094056166817,0.7421094206908311,0.2578905793091689,0.3718329312948163,0.36437274095453537,0.2637943277506484,0.29815557927229924,0.19932750448290804,0.1100753257603981,0.3924415904843946
51,6387,60,0.037886403515518245,0.17979659090280586,0.8137703456519212,0.21354497562988034,0.6459063095811994,0.35409369041880057,0.37144572262553843,0.37023786371264383,0.25831641366181773,0.30801548200381296,0.20423864220020016,0.11709651225072694,0.3706493635452599
52,6387,60,0.035327610874756436,0.1664682804171416,0.7678742379185015,0.21695089749503757,0.6323652699308003,0.36763473006919967,0.35086325907832616,0.39637882434870575,0.2527579165729681,0.33085450161294055,0.23091133982834053,0.09831779777626934,0.3399163607824495
53,6387,60,0.036821130348168425,0.180497397682917,0.8830544948569387,0.22172572671233978,0.7609777848497431,0.2390222151502569,0.350897107243365,0.3921298999802716,0.2569729927763634,0.3005888652508415,0.20821420983709288,0.11156196701986301,0.37963495789220264
54,6387,60,0.034094160170872814,0.19467450490773938,0.7864977159499649,0.20706635087895472,0.7444916697421695,0.2555083302578305,0.37708043528889773,0.3860433755754571,0.23687618913564507,0.3119027716217182,0.20864257951367518,0.10597754289383171,0.3734771059707749
55,6387,60,0.03286176073553227,0.1910187828527789,0.782647694507381,0.235049187659732,0.7414813305968965,0.25851866940310353,0.3722741899765076,0.3843088118099819,0.24341699821351057,0.3311872711364848,0.22274303763453215,0.10492077348675809,0.341148917742225
56,6387,60,0.03399478744733906,0.19192176998817098,0.7794861058805521,0.2005838917699904,0.6962662741502085,0.3037337258497915,0.3754191981023056,0.38512038266205484,0.23946041923563968,0.30390596633103695,0.19472339615638987,0.09670176086924917,0.40466887664332396
57,6387,60,0.034327846524605674,0.16920271600469802,0.7516028047790334,0.20893097801404265,0.7363828411111308,0.26361715888886916,0.34945329177684076,0.37197227866182775,0.2785744295613315,0.3058835735170063,0.22510318470682011,0.1062072684966946,0.362805973279479
58,6387,60,0.03251968478572892,0.17837737216250477,0.8466987105410655,0.22904258198509728,0.7324742562246558,0.2675257437753442,0.3499061466983778,0.3893142072974925,0.2607796460041297,0.28358170662252435,0.20921522807766135,0.09873722389287562,0.40846584140693865
59,6387,60,0.03556806492753196,0.16901116183922893,0.8779379378382971,0.23865496167377895,0.6953994149475763,0.3046005850524237,0.3825998811474944,0.361799875374151,0.25560024347835464,0.28803682456260016,0.2129536606945816,0.09939385460434957,0.39961566013846866
60,6387,60,0.03253719844470959,0.18417475033474406,0.7501383305080337,0.22935030568450918,0.7150965489860459,0.2849034510139541,0.3517533527890585,0.3816961432224804,0.26655050398846114,0.28639843865155634,0.21619887858350095,0.11316722559276536,0.38423545717217733
61,6387,60,0.03835335084050943,0.17842673794650654,0.8383555875578621,0.23033499467375493,0.6600862335895888,0.33991376641041116,0.34578650066810523,0.3991718423613377,0.25504165697055703,0.30420424698640786,0.22897113408469294,0.11737308790100734,0.3494515310278919
62,6387,60,0.038219726511364696,0.19338709273281263,0.840453266546501,0.20801538593474989,0.6762899258803134,0.32371007411968655,0.37215832381846836,0.3923063428973007,0.23553533328423096,0.28762789360049773,0.22673278638657163,0.09980668378351686,0.38583263622941383
63,6387,60,0.03764669544353545,0.17456827128608535,0.8499018487272996,0.23986984959309773,0.6737106263143208,0.32628937368567923,0.38503369699776113,0.36595137509421427,0.24901492790802465,0.2970198826910535,0.21934373143000155,0.09983767833703985,0.38379870754190515
64,6387,60,0.03647478613143746,0.19443987218478717,0.7255729169721815,0.23945078217374352,0.7449404868979331,0.25505951310206687,0.3271680852863266,0.39458768184068216,0.2782442328729912,0.29052157763844927,0.2311955254474439,0.10570088771640801,0.3725820091976988
65,6387,60,0.03322537371768551,0.18292643749406806,0.8790672209525366,0.22694287281269063,0.6975528330121025,0.30244716698789753,0.35283647406424445,0.35242058242746704,0.2947429435082885,0.316443363849968,0.19505244678209327,0.10758322315909868,0.3809209662088401
66,6387,60,0.0324136416093047,0.1913628370691706,0.8643139847951234,0.21494405895504426,0.6687187843988744,0.33128121560112556,0.364452386077242,0.36821641774020375,0.26733119618255424,0.2996388096087667,0.23262072120033414,0.1048147746142126,0.3629256945766866
67,6387,60,0.03345708127024108,0.17853404307515605,0.8107871466040552,0.20246602584434292,0.7003100762495822,0.2996899237504178,0.37980251969116147,0.3649741886940458,0.2552232916147927,0.314445439231424,0.20065741781483584,0.09953110194207794,0.3853660410116622
68,6387,60,0.03803983373892782,0.1759692502663087,0.8548684417755071,0.208901592151106,0.6974885781101281,0.3025114218898719,0.3578990802477389,0.39151148459358487,0.2505894351586762,0.30262368718470156,0.20210858559676267,0.09798529101622172,0.3972824362023139
69,6387,60,0.0372901939573962,0.16965947214634222,0.8742863234200936,0.2197324675362199,0.6856622014818786,0.3143377985181214,0.3823794283208077,0.361389125880223,0.25623144579896934,0.3089707597479565,0.20244622390085623,0.11381690748745171,0.37476610886373557
70,6387,60,0.034868726438513166,0.18597915206009774,0.8224500847864779,0.2287755008970114,0.7563167631546611,0.24368323684533888,0.38816856995487203,0.35691484331336687,0.2549165867317611,0.2993160192660282,0.20141562638510022,0.11571937273285791,0.3835489816160137
71,6387,60,0.03171388724131163,0.19323424936256076,0.8388742899700976,0.19878645167536088,0.7069910889021982,0.2930089110978018,0.3331556954677499,0.39187003791262337,0.2749742666196266,0.3032214606237083,0.2195240988703878,0.11060419915357286,0.36665024135233104
72,6387,60,0.03318654850824947,0.1655239402063833,0.8298543672738242,0.20871286174324655,0.7173971052965623,0.2826028947034377,0.329794256202858,0.40228388591839354,0.2679218578787485,0.2935510045692296,0.19052467642930937,0.11459373641300553,0.4013305825884556
73,6387,60,0.03777131662504912,0.16908965986956526,0.7410931436198813,0.20293858902691844,0.7356025555893853,0.26439744441061475,0.36132852875777205,0.383542478467825,0.25512899277440304,0.31052681811703453,0.21367164112682877,0.10555639998006665,0.37024514077607007
74,6387,60,0.037249502720077134,0.18359298649179975,0.8388836123506288,0.19838411868456907,0.7204772597317458,0.2795227402682542,0.3731271372202652,0.36748701992395644,0.25938584285577837,0.2895678666798462,0.2041677324857756,0.10875945145427565,0.39750494938010256
75,6387,60,0.0331807212104638,0.16791848817134128,0.7871116326742925,0.20498082882595176,0.6869319175052899,0.3130680824947101,0.34138780547578024,0.3849576406581232,0.27365455386609644,0.2902196557266894,0.21671996734208573,0.09511310614227242,0.39794727078895253
76,6387,60,0.036476875874573995,0.16857138803033636,0.7387858837383154,0.21394001767734294,0.7375279200264706,0.2624720799735294,0.3403698447894524,0.39522813355843567,0.26440202165211196,0.30609929562203986,0.21288651956655888,0.10865116301925527,0.3723630217921461
77,6387,60,0.037984190009549106,0.16847348215123137,0.8488360710850508,0.22170040313359274,0.7669477968335424,0.23305220316645758,0.37410748384811193,0.37821552202043646,0.24767699413145164,0.301405093866316,0.22784732288047718,0.11775040243126576,0.3529971808219411
78,6387,60,0.035104565678054256,0.16879133416735354,0.875956992834513,0.2259518395683905,0.7125526599133932,0.2874473400866068,0.3868805790927651,0.33814389346152846,0.27497552744570647,0.2949139017670864,0.20227079867354372,0.10555651828217204,0.3972587812771979
79,6387,60,0.03211111040806072,0.18301709109128228,0.7867747997477267,0.23824507772746517,0.7160273661603754,0.28397263383962457,0.35492331300260116,0.39800883756169764,0.24706784943570118,0.31168819249200963,0.19557027915224362,0.10576697867441248,0.3869745496813343
80,6387,60,0.035070129547204364,0.18349193113587284,0.7714411808457141,0.23892139228525242,0.7321632918068551,0.26783670819314487,0.3680570553518504,0.35924331014386285,0.27269963450428675,0.32046566125807646,0.21260034976523368,0.09889115920960875,0.36804282976708114
81,6387,60,0.03186654519195661,0.16513872039081476,0.7882993169160128,0.20273881033729133,0.7561678429132372,0.24383215708676276,0.3416174292538313,0.39263725591393295,0.26574531483223574,0.33253295394598886,0.19739429066269526,0.10538532409377027,0.3646874312975455
82,6387,60,0.03822546529728663,0.18173719114219042,0.7513260494222331,0.2404815651968768,0.6882664634222124,0.3117335365777876,0.3949082552929407,0.3505266294358849,0.2545651152711744,0.3270857876239842,0.21679259111203125,0.09484393426730339,0.361277686996681
83,6387,60,0.037800407534089586,0.1700111622946224,0.8526846259654159,0.21124139294741148,0.7332052474125442,0.2667947525874558,0.3495593825881543,0.3811712814519613,0.2692693359598844,0.2857186659123022,0.22527764161579036,0.10353485919996477,0.38546883327194265
84,6387,60,0.0355080371753985,0.1828103002118851,0.7961876224475892,0.2263856830575436,0.6960584387424087,0.3039415612575913,0.37727928675482414,0.3659305958655018,0.256790117379674,0.3166624972437567,0.19324955617856482,0.11211256888456117,0.3779753776931173
85,6387,60,0.031812030564148386,0.1844605040915153,0.8134891815159303,0.2023151319402228,0.6341770599599883,0.3658229400400117,0.38776252182473386,0.36232650431523844,0.2499109738600277,0.30082555261223465,0.2156747305813258,0.09817910467082448,0.385320612135615
86,6387,60,0.03808023863245592,0.1705193329647471,0.8050491798179527,0.20389785481438566,0.6340285186315404,0.3659714813684596,0.34611749039956563,0.3957286645563904,0.2581538450440441,0.32220453685260764,0.2215951805144007,0.1105038536792737,0.34569642895371794
87,6387,60,0.03560268437919171,0.19015304531703447,0.7665415158347585,0.23691225141396305,0.7543708035146212,0.24562919648537884,0.381549278511563,0.3716763860237026,0.2467743354647344,0.3353333352534189,0.19820233066536608,0.11158240519296779,0.3548819288882472
88,6387,60,0.03513844559325465,0.17183958071651004,0.8418818998656733,0.23309987422351974,0.7206142980176427,0.27938570198235735,0.34875700337309756,0.3786217230749997,0.27262127355190285,0.3214786360053858,0.20645972691800368,0.10351445174951303,0.36854718532709746
89,6387,60,0.03370804632162412,0.18971525944983927,0.7369499807673354,0.21062025088628075,0.684666285582455,0.315333714417545,0.3816389748549899,0.3551446784575571,0.263216346687453,0.2921846140664696,0.20231486388777442,0.11579114601152905,0.38970937603422695
90,6387,60,0.034387001790779956,0.17667799563885492,0.8670959146781838,0.23751600547005278,0.6729941583957709,0.3270058416042291,0.3589690485506881,0.3794006052611872,0.26163034618812464,0.2765002725217671,0.22832250088539924,0.10198235305141146,0.39319487354142213
91,6387,60,0.034956828553091006,0.17936474087539186,0.8464045572782185,0.23356466539172796,0.6774152905005926,0.32258470949940743,0.3564243820275474,0.3746977399701343,0.2688778780023182,0.3172446191373049,0.2081220374966983,0.10968516059277816,0.3649481827732186
92,6387,60,0.034888831292554,0.16915565587676298,0.880930398620903,0.23808584779302183,0.7344554851154624,0.26554451488453756,0.38471669117848384,0.33804884831225385,0.27723446050926237,0.29822230567364666,0.21557419844097792,0.1131923038154957,0.3730111920698797
93,6387,60,0.03618674525331769,0.18451687368123768,0.8164968262021968,0.2194673334131612,0.744926316878301,0.255073683121699,0.3475432880795318,0.3725834734447661,0.27987323847570206,0.28468500275741965,0.21428758553527924,0.10430200169840956,0.39672541000889155
94,6387,60,0.035530013456955015,0.18101136689026204,0.792462247229975,0.23162956312948865,0.6891767222982675,0.31082327770173246,0.349326767954178,0.40059212701387076,0.2500811050319512,0.3362735044946412,0.2171789519765107,0.09768338986669124,0.34886415366215684
95,6387,60,0.0320065660198863,0.17676342433484846,0.8819545176615877,0.2081605792454427,0.6788288493559744,0.32117115064402557,0.3650011550403956,0.38365274639998453,0.2513460985596197,0.33113379649831337,0.22071458338472444,0.10683612884679275,0.34131549127016947
96,6387,60,0.03285405434424669,0.17820382626420878,0.8350332175000806,0.20716294809417282,0.7507469373774441,0.24925306262255587,0.36047030975236116,0.3653507943479976,0.2741788958996413,0.28578284717489777,0.21001384394819156,0.1126819421301665,0.39152136674674415
97,6387,60,0.0315105712094612,0.1870195420547048,0.8094376694276718,0.23721080770014938,0.7616432821812283,0.23835671781877166,0.36111270368802123,0.38067711882064315,0.25821017749133546,0.3058334779399203,0.22358602615975243,0.11221645949472195,0.3583640364056053
98,6387,60,0.03690113657788832,0.16542044816231052,0.7657506514194861,0.2213954785183006,0.6374387630456655,0.3625612369543345,0.39193626066715714,0.3509444011071664,0.2571193382256764,0.30237737209028476,0.2113848226054576,0.09953709148889131,0.3867007138153663
99,6387,60,0.03512124629654707,0.16308675185510846,0.8488390698729977,0.20580412466257694,0.7276854284459577,0.27231457155404226,0.3426339234569261,0.37593208569480135,0.28143399084827264,0.316574945151448,0.2247721995664587,0.10513823699578796,0.35351461828630537
100,6387,60,0.03557811907568225,0.18648684489006184,0.8011203460288122,0.21938548750104966,0.6783461596824286,0.3216538403175714,0.39147394370646443,0.36197882317802244,0.24654723311551316,0.2898283642378576,0.2139277307744049,0.11678375745104526,0.37946014753669227
